onset	duration	sample	value
2540.696471	100	2540696.4708	116 
2540.828476	100	2540828.4758	117 
2543.096468	100	2543096.4679	112 
2543.289466	100	2543289.4662	113 
2543.296001	1	2543296.0008	DIN1
2543.349474	100	2543349.474	116 
2543.499473	100	2543499.4731	117 
2545.550468	100	2545550.4679	112 
2545.736476	100	2545736.4757	115 
2545.743	1	2545743.0002	DIN1
2545.796473	100	2545796.4734	116 
2546.079473	100	2546079.4732	117 
2548.097467	100	2548097.4667	112 
2548.286472	100	2548286.4719	113 
2548.292996	1	2548292.9965	DIN1
2548.34647	100	2548346.4696	116 
2548.520468	100	2548520.4678	117 
2550.747472	100	2550747.4725	112 
2550.940471	100	2550940.4708	113 
2550.946	1	2550945.9996	DIN1
2551.000468	100	2551000.4685	116 
2551.210475	100	2551210.4754	117 
2553.300476	100	2553300.4761	112 
2553.490467	100	2553490.467	113 
2553.496006	1	2553496.0058	DIN1
2553.550475	100	2553550.4748	116 
2553.70147	100	2553701.4697	117 
2555.850472	100	2555850.4723	112 
2556.040473	100	2556040.4733	113 
2556.046998	1	2556046.9978	DIN1
2556.100471	100	2556100.471	116 
2556.291468	100	2556291.4677	117 
2558.400469	100	2558400.4686	112 
2558.59047	100	2558590.4695	113 
2558.597004	1	2558597.0041	DIN1
2558.650467	100	2558650.4672	116 
2558.821468	100	2558821.4681	117 
2561.05147	100	2561051.4701	112 
2561.243473	100	2561243.4727	115 
2561.249997	1	2561249.9972	DIN1
2561.30347	100	2561303.4703	116 
2561.661475	100	2561661.4748	117 
2563.704473	100	2563704.4732	112 
2563.897472	100	2563897.4715	114 
2563.903996	1	2563903.9961	DIN1
2563.957469	100	2563957.4692	116 
2564.382472	100	2564382.4719	117 
2566.157467	100	2566157.4673	112 
2566.344471	100	2566344.4709	113 
2566.35	1	2566349.9997	DIN1
2566.404469	100	2566404.4686	116 
2566.692467	100	2566692.4674	117 
2568.604467	100	2568604.4667	112 
2568.79147	100	2568791.4703	113 
2568.796999	1	2568796.9991	DIN1
2568.851468	100	2568851.468	116 
2569.042475	100	2569042.4748	117 
2571.251475	100	2571251.4751	112 
2571.444473	100	2571444.4735	114 
2571.450998	1	2571450.998	DIN1
2571.504471	100	2571504.4711	116 
2571.843476	100	2571843.4755	117 
2573.804469	100	2573804.4687	112 
2573.99447	100	2573994.4697	113 
2573.999998	1	2573999.9984	DIN1
2574.054467	100	2574054.4673	116 
2574.263468	100	2574263.4684	117 
2576.355471	100	2576355.4708	112 
2576.544476	100	2576544.476	113 
2576.550005	1	2576550.0047	DIN1
2576.604474	100	2576604.4736	116 
2577.20447	100	2577204.4704	117 
2578.805468	100	2578805.4675	112 
2578.992471	100	2578992.4711	114 
2578.998	1	2578997.9999	DIN1
2579.051473	100	2579051.473	116 
2579.505474	100	2579505.4738	117 
2581.252467	100	2581252.4669	112 
2581.439471	100	2581439.4705	113 
2581.444004	1	2581444.0035	DIN1
2581.499468	100	2581499.4682	116 
2581.905471	100	2581905.4708	117 
2583.699466	100	2583699.4663	112 
2583.88647	100	2583886.4699	113 
2583.891003	1	2583891.0029	DIN1
2583.946468	100	2583946.4676	116 
2584.256474	100	2584256.474	117 
2586.146476	100	2586146.4758	112 
2586.333469	100	2586333.4693	113 
2586.338998	1	2586338.9981	DIN1
2586.393467	100	2586393.467	116 
2586.606471	100	2586606.4713	117 
2588.693475	100	2588693.4746	112 
2588.883476	100	2588883.4756	113 
2588.889004	1	2588889.0044	DIN1
2588.943473	100	2588943.4733	116 
2589.147475	100	2589147.4754	117 
2591.34347	100	2591343.4703	112 
2591.536469	100	2591536.4687	113 
2591.541997	1	2591541.9974	DIN1
2591.596466	100	2591596.4663	116 
2591.808475	100	2591808.4748	117 
2593.79747	100	2593797.4703	112 
2593.984474	100	2593984.4739	115 
2593.988997	1	2593988.9968	DIN1
2594.043476	100	2594043.4758	116 
2594.588474	100	2594588.4738	117 
2596.344469	100	2596344.4692	112 
2596.533474	100	2596533.4744	113 
2596.539003	1	2596539.0031	DIN1
2596.593472	100	2596593.472	116 
2596.979469	100	2596979.4687	117 
2598.994475	100	2598994.4749	112 
2599.187473	100	2599187.4732	113 
2599.191996	1	2599191.9962	DIN1
2599.247471	100	2599247.4709	116 
2599.480471	100	2599480.4711	117 
2601.547468	100	2601547.4685	112 
2601.737469	100	2601737.4695	115 
2601.742002	1	2601742.0025	DIN1
2601.797467	100	2601797.4671	116 
2602.000473	100	2602000.4735	117 
2604.097475	100	2604097.4748	112 
2604.287476	100	2604287.4758	114 
2604.293005	1	2604293.0045	DIN1
2604.347473	100	2604347.4734	116 
2604.911472	100	2604911.4716	117 
2606.74747	100	2606747.4705	112 
2606.940469	100	2606940.4688	114 
2606.945998	1	2606945.9976	DIN1
2607.000466	100	2607000.4665	116 
2607.531473	100	2607531.4735	117 
2609.401469	100	2609401.4693	112 
2609.593472	100	2609593.4719	115 
2609.599001	1	2609599.0007	DIN1
2609.65347	100	2609653.4696	116 
2610.312468	100	2610312.4682	117 
2611.854474	100	2611854.4735	112 
2612.041467	100	2612041.4671	113 
2612.045004	1	2612045.0043	DIN1
2612.101475	100	2612101.4748	116 
2612.962474	100	2612962.474	117 
2614.501472	100	2614501.4719	112 
2614.69447	100	2614694.4702	114 
2614.699003	1	2614699.0032	DIN1
2614.754468	100	2614754.4679	116 
2615.182468	100	2615182.468	117 
2617.054476	100	2617054.4755	112 
2617.244466	100	2617244.4664	113 
2617.248999	1	2617248.9994	DIN1
2617.304474	100	2617304.4742	116 
2617.723472	100	2617723.4721	117 
2619.604472	100	2619604.4717	112 
2619.794473	100	2619794.4727	113 
2619.799006	1	2619799.0057	DIN1
2619.85447	100	2619854.4704	116 
2620.323468	100	2620323.468	117 
2622.055474	100	2622055.4743	112 
2622.241472	100	2622241.4721	113 
2622.246005	1	2622246.0051	DIN1
2622.30147	100	2622301.4698	116 
2622.655471	100	2622655.4711	117 
2624.602473	100	2624602.4732	112 
2624.791468	100	2624791.4683	115 
2624.796001	1	2624796.0013	DIN1
2624.851476	100	2624851.4761	116 
2625.294473	100	2625294.4731	117 
2627.05247	100	2627052.47	112 
2627.239474	100	2627239.4736	113 
2627.243001	1	2627243.0007	DIN1
2627.299471	100	2627299.4712	116 
2627.735468	100	2627735.4677	117 
2629.499469	100	2629499.4694	112 
2629.686473	100	2629686.473	113 
2629.69	1	2629690.0001	DIN1
2629.746471	100	2629746.4706	116 
2630.145473	100	2630145.4727	117 
2632.146468	100	2632146.4677	112 
2632.339476	100	2632339.4761	113 
2632.343003	1	2632343.0032	DIN1
2632.399474	100	2632399.4737	116 
2632.715475	100	2632715.4749	117 
2634.599472	100	2634599.4719	112 
2634.786475	100	2634786.4755	113 
2634.790003	1	2634790.0026	DIN1
2634.846473	100	2634846.4731	116 
2635.266467	100	2635266.4668	117 
2637.24647	100	2637246.4702	112 
2637.439469	100	2637439.4685	114 
2637.444002	1	2637444.0015	DIN1
2637.499466	100	2637499.4662	116 
2638.186467	100	2638186.4671	117 
2639.799474	100	2639799.4738	112 
2639.989475	100	2639989.4748	113 
2639.993002	1	2639993.002	DIN1
2640.049472	100	2640049.4725	116 
2640.527472	100	2640527.4723	117 
2642.250466	100	2642250.4664	112 
2642.436474	100	2642436.4742	115 
2642.440997	1	2642440.9972	DIN1
2642.496472	100	2642496.4719	116 
2642.967471	100	2642967.4711	117 
2644.897475	100	2644897.4748	112 
2645.090473	100	2645090.4731	113 
2645.094	1	2645094.0003	DIN1
2645.150471	100	2645150.4708	116 
2645.417468	100	2645417.4679	117 
2647.450468	100	2647450.4684	112 
2647.640469	100	2647640.4693	113 
2647.643996	1	2647643.9965	DIN1
2647.700467	100	2647700.467	116 
2647.938466	100	2647938.4661	117 
2649.900475	100	2649900.4752	112 
2650.087469	100	2650087.4687	115 
2650.091006	1	2650091.006	DIN1
2650.147466	100	2650147.4664	116 
2650.638472	100	2650638.4716	117 
2652.347475	100	2652347.4746	112 
2652.534468	100	2652534.4681	113 
2652.538005	1	2652538.0054	DIN1
2652.594476	100	2652594.4759	116 
2652.848468	100	2652848.4676	117 
2654.895469	100	2654895.4692	112 
2655.084474	100	2655084.4744	113 
2655.088002	1	2655088.0016	DIN1
2655.144472	100	2655144.4721	116 
2655.419476	100	2655419.4756	117 
2657.545475	100	2657545.475	112 
2657.737467	100	2657737.4675	113 
2657.741005	1	2657741.0047	DIN1
2657.798471	100	2657798.471	116 
2658.139467	100	2658139.4669	117 
2660.098469	100	2660098.4685	112 
2660.28847	100	2660288.4695	113 
2660.291001	1	2660291.0009	DIN1
2660.348467	100	2660348.4672	116 
2660.569468	100	2660569.4678	117 
2662.648475	100	2662648.4748	112 
2662.838476	100	2662838.4758	113 
2662.840997	1	2662840.9971	DIN1
2662.898473	100	2662898.4735	116 
2663.060472	100	2663060.4722	117 
2665.098472	100	2665098.4716	112 
2665.285475	100	2665285.4752	114 
2665.289002	1	2665289.0024	DIN1
2665.345473	100	2665345.4729	116 
2665.670476	100	2665670.4761	117 
2667.646466	100	2667646.4662	112 
2667.835471	100	2667835.4714	113 
2667.838003	1	2667838.0028	DIN1
2667.895469	100	2667895.4691	116 
2668.210474	100	2668210.4744	117 
2670.296472	100	2670296.472	112 
2670.488475	100	2670488.4746	113 
2670.491006	1	2670491.0059	DIN1
2670.548472	100	2670548.4722	116 
2670.821474	100	2670821.4742	117 
2672.949475	100	2672949.4751	112 
2673.142473	100	2673142.4734	113 
2673.145005	1	2673145.0048	DIN1
2673.202471	100	2673202.4711	116 
2673.441476	100	2673441.476	117 
2675.602468	100	2675602.4681	112 
2675.795466	100	2675795.4665	114 
2675.797998	1	2675797.9979	DIN1
2675.855474	100	2675855.4742	116 
2676.232469	100	2676232.4687	117 
2678.255471	100	2678255.4713	112 
2678.44847	100	2678448.4696	114 
2678.451997	1	2678451.9968	DIN1
2678.508467	100	2678508.4673	116 
2678.982474	100	2678982.4739	117 
2680.908474	100	2680908.4744	112 
2681.101473	100	2681101.4727	115 
2681.104004	1	2681104.0041	DIN1
2681.16147	100	2681161.4704	116 
2681.53247	100	2681532.4702	117 
2683.361469	100	2683361.4685	112 
2683.548472	100	2683548.4721	113 
2683.551004	1	2683551.0035	DIN1
2683.60847	100	2683608.4698	116 
2684.403466	100	2684403.4665	117 
2685.809474	100	2685809.4737	112 
2685.995472	100	2685995.4715	113 
2685.998003	1	2685998.0029	DIN1
2686.055469	100	2686055.4692	116 
2686.363474	100	2686363.4739	117 
2688.256473	100	2688256.4731	112 
2688.442471	100	2688442.4709	113 
2688.445002	1	2688445.0023	DIN1
2688.503474	100	2688503.4744	116 
2688.835468	100	2688835.4682	117 
2690.803472	100	2690803.472	112 
2690.993473	100	2690993.473	113 
2690.994999	1	2690994.9985	DIN1
2691.053471	100	2691053.4706	116 
2691.325467	100	2691325.4667	117 
2693.453468	100	2693453.4677	112 
2693.646476	100	2693646.4761	115 
2693.648997	1	2693648.9974	DIN1
2693.706474	100	2693706.4737	116 
2694.156471	100	2694156.4713	117 
2696.006471	100	2696006.4713	112 
2696.196472	100	2696196.4723	113 
2696.197998	1	2696197.9979	DIN1
2696.25647	100	2696256.47	116 
2696.586472	100	2696586.4722	117 
2698.657473	100	2698657.4728	112 
2698.849475	100	2698849.4754	113 
2698.851997	1	2698851.9967	DIN1
2698.909473	100	2698909.4731	116 
2699.196476	100	2699196.4762	117 
2701.310476	100	2701310.476	112 
2701.502468	100	2701502.4685	114 
2701.505	1	2701504.9999	DIN1
2701.562466	100	2701562.4661	116 
2701.897467	100	2701897.4673	117 
2703.76347	100	2703763.4701	112 
2703.950474	100	2703950.4737	113 
2703.951999	1	2703951.9993	DIN1
2704.010471	100	2704010.4714	116 
2704.31747	100	2704317.4703	117 
2706.310469	100	2706310.4689	112 
2706.50047	100	2706500.4699	115 
2706.502006	1	2706502.0055	DIN1
2706.560468	100	2706560.4676	116 
2706.958474	100	2706958.4739	117 
2708.960475	100	2708960.4747	112 
2709.153473	100	2709153.473	113 
2709.154999	1	2709154.9986	DIN1
2709.213471	100	2709213.4707	116 
2709.618468	100	2709618.4675	117 
2711.413469	100	2711413.4688	112 
2711.600472	100	2711600.4724	113 
2711.601998	1	2711601.998	DIN1
2711.66047	100	2711660.4701	116 
2712.018475	100	2712018.4746	117 
2713.960468	100	2713960.4677	112 
2714.150469	100	2714150.4687	114 
2714.153	1	2714153.0001	DIN1
2714.210466	100	2714210.4663	116 
2714.629474	100	2714629.4743	117 
2716.41147	100	2716411.4703	112 
2716.597468	100	2716597.4681	113 
2716.599004	1	2716599.0037	DIN1
2716.657476	100	2716657.4758	116 
2717.32947	100	2717329.4697	117 
2718.958469	100	2718958.4691	112 
2719.14847	100	2719148.4701	113 
2719.149	1	2719148.9999	DIN1
2719.208468	100	2719208.4678	116 
2719.510468	100	2719510.4678	117 
2721.608475	100	2721608.4749	112 
2721.801473	100	2721801.4732	113 
2721.802003	1	2721802.003	DIN1
2721.861471	100	2721861.4709	116 
2722.000466	100	2722000.4663	117 
2724.261468	100	2724261.4679	112 
2724.454466	100	2724454.4663	115 
2724.456002	1	2724456.0019	DIN1
2724.514474	100	2724514.474	116 
2725.130473	100	2725130.4735	117 
2726.715468	100	2726715.4679	112 
2726.901476	100	2726901.4757	113 
2726.903001	1	2726903.0013	DIN1
2726.961473	100	2726961.4734	116 
2727.261472	100	2727261.4718	117 
2729.161472	100	2729161.4715	112 
2729.348475	100	2729348.4752	113 
2729.350001	1	2729350.0007	DIN1
2729.408473	100	2729408.4728	116 
2729.561469	100	2729561.4694	117 
2731.609467	100	2731609.4667	112 
2731.795475	100	2731795.4746	114 
2731.797	1	2731797.0001	DIN1
2731.855472	100	2731855.4722	116 
2732.261475	100	2732261.4748	117 
2734.156476	100	2734156.4756	112 
2734.346467	100	2734346.4665	113 
2734.346996	1	2734346.9963	DIN1
2734.406474	100	2734406.4743	116 
2734.802469	100	2734802.4689	117 
2736.806471	100	2736806.4713	112 
2736.99947	100	2736999.4697	113 
2736.999999	1	2736999.9994	DIN1
2737.059467	100	2737059.4673	116 
2737.372471	100	2737372.4711	117 
2739.459474	100	2739459.4744	112 
2739.652473	100	2739652.4728	114 
2739.653998	1	2739653.9983	DIN1
2739.71247	100	2739712.4704	116 
2740.043468	100	2740043.4684	117 
2741.912469	100	2741912.4686	112 
2742.099472	100	2742099.4722	113 
2742.100002	1	2742100.002	DIN1
2742.15947	100	2742159.4698	116 
2742.394472	100	2742394.4716	117 
2744.460473	100	2744460.4732	112 
2744.649468	100	2744649.4684	115 
2744.649998	1	2744649.9982	DIN1
2744.709476	100	2744709.4761	116 
2745.104475	100	2745104.475	117 
2746.91047	100	2746910.47	112 
2747.096468	100	2747096.4678	113 
2747.096998	1	2747096.9976	DIN1
2747.156476	100	2747156.4755	116 
2747.525474	100	2747525.4737	117 
2749.357469	100	2749357.4694	112 
2749.543467	100	2749543.4672	113 
2749.543997	1	2749543.997	DIN1
2749.603475	100	2749603.4749	116 
2749.825471	100	2749825.4713	117 
2751.804469	100	2751804.4688	112 
2751.991472	100	2751991.4724	115 
2751.992002	1	2751992.0022	DIN1
2752.05147	100	2752051.4701	116 
2752.486471	100	2752486.4708	117 
2754.351468	100	2754351.4677	112 
2754.541003	1	2754541.0027	DIN1
2754.541469	100	2754541.4687	113 
2754.601466	100	2754601.4663	116 
2754.946476	100	2754946.4755	117 
2756.801475	100	2756801.4745	112 
2756.988002	1	2756988.0021	DIN1
2756.988468	100	2756988.4681	113 
2757.048476	100	2757048.4758	116 
2757.326467	100	2757326.4666	117 
2759.248474	100	2759248.4739	112 
2759.435467	100	2759435.4675	114 
2759.435997	1	2759435.9972	DIN1
2759.495475	100	2759495.4752	116 
2759.897475	100	2759897.4746	117 
2761.896468	100	2761896.468	112 
2762.088471	100	2762088.4706	113 
2762.089	1	2762089.0004	DIN1
2762.148468	100	2762148.4682	116 
2762.457469	100	2762457.4688	117 
2764.549471	100	2764549.4711	112 
2764.741474	100	2764741.4737	113 
2764.742003	1	2764742.0035	DIN1
2764.801471	100	2764801.4713	116 
2764.998473	100	2764998.4729	117 
2767.202474	100	2767202.4742	112 
2767.394997	1	2767394.9965	DIN1
2767.395473	100	2767395.4726	113 
2767.45547	100	2767455.4702	116 
2767.709472	100	2767709.4721	117 
2769.855467	100	2769855.4673	112 
2770.048	1	2770047.9996	DIN1
2770.048476	100	2770048.4757	115 
2770.108473	100	2770108.4733	116 
2770.519475	100	2770519.4749	117 
2772.408471	100	2772408.4709	112 
2772.598472	100	2772598.4719	114 
2772.599002	1	2772599.0017	DIN1
2772.65847	100	2772658.4696	116 
2773.000471	100	2773000.4713	117 
2774.959473	100	2774959.473	112 
2775.148002	1	2775148.0021	DIN1
2775.148468	100	2775148.4681	113 
2775.208476	100	2775208.4759	116 
2775.530472	100	2775530.4717	117 
2777.40947	100	2777409.4697	112 
2777.595002	1	2777595.0015	DIN1
2777.595468	100	2777595.4675	113 
2777.655475	100	2777655.4753	116 
2777.841473	100	2777841.473	117 
2780.056468	100	2780056.4681	112 
2780.248005	1	2780248.0047	DIN1
2780.249466	100	2780249.4664	113 
2780.309474	100	2780309.4741	116 
2780.531471	100	2780531.4705	117 
2782.509472	100	2782509.4723	112 
2782.695004	1	2782695.0041	DIN1
2782.696476	100	2782696.4759	113 
2782.756474	100	2782756.4735	116 
2782.931468	100	2782931.4676	117 
2785.156471	100	2785156.4706	112 
2785.349003	1	2785349.0029	DIN1
2785.349469	100	2785349.4689	115 
2785.409467	100	2785409.4666	116 
2785.77247	100	2785772.47	117 
2787.709474	100	2787709.4742	112 
2787.898999	1	2787898.9992	DIN1
2787.899475	100	2787899.4752	113 
2787.959473	100	2787959.4729	116 
2788.202471	100	2788202.471	117 
2790.260466	100	2790260.4662	112 
2790.449005	1	2790449.0055	DIN1
2790.449471	100	2790449.4714	113 
2790.509469	100	2790509.4691	116 
2790.663471	100	2790663.4715	117 
2792.910472	100	2792910.472	112 
2793.101999	1	2793101.9985	DIN1
2793.102475	100	2793102.4745	113 
2793.162472	100	2793162.4722	116 
2793.324471	100	2793324.4709	117 
2795.363476	100	2795363.4762	112 
2795.548998	1	2795548.9979	DIN1
2795.55047	100	2795550.4697	113 
2795.610467	100	2795610.4674	116 
2795.814469	100	2795814.4695	117 
2797.810476	100	2797810.4756	112 
2797.995997	1	2797995.9973	DIN1
2797.997469	100	2797997.4691	113 
2798.057467	100	2798057.4668	116 
2798.305474	100	2798305.4739	117 
2800.357474	100	2800357.4744	112 
2800.546004	1	2800546.0036	DIN1
2800.547475	100	2800547.4754	113 
2800.607473	100	2800607.4731	116 
2800.856476	100	2800856.4759	117 
2802.907471	100	2802907.4707	112 
2803.096	1	2803095.9998	DIN1
2803.097472	100	2803097.4716	113 
2803.157469	100	2803157.4693	116 
2803.406472	100	2803406.4722	117 
2805.557466	100	2805557.4663	118 
2810.224	43.814	2810224	boundary
2815.317518	100	2815317.5176	111 
2815.321521	100	2815321.5208	112 
2815.32652	100	2815326.5197	113 
2815.328521	100	2815328.5213	116 
2815.347005	1	2815347.0045	DIN1
2816.167523	100	2816167.523	117 
2817.628519	100	2817628.5189	112 
2817.812525	100	2817812.5251	113 
2817.820005	1	2817820.0046	DIN1
2817.873519	100	2817873.5186	116 
2818.147526	100	2818147.5263	117 
2820.173526	100	2820173.5262	112 
2820.362521	100	2820362.5214	113 
2820.370001	1	2820370.0008	DIN1
2820.422519	100	2820422.519	116 
2820.577517	100	2820577.5172	117 
2822.823522	100	2822823.5219	112 
2823.01652	100	2823016.5203	113 
2823.023004	1	2823023.0039	DIN1
2823.076518	100	2823076.5179	116 
2823.278518	100	2823278.5184	117 
2825.476525	100	2825476.525	112 
2825.669523	100	2825669.5234	113 
2825.677003	1	2825677.0028	DIN1
2825.729521	100	2825729.521	116 
2825.89852	100	2825898.5203	117 
2827.929519	100	2827929.5192	112 
2828.116523	100	2828116.5228	113 
2828.124002	1	2828124.0022	DIN1
2828.17652	100	2828176.5204	116 
2828.319519	100	2828319.519	117 
2830.577523	100	2830577.5233	112 
2830.769526	100	2830769.5259	113 
2830.777005	1	2830777.0053	DIN1
2830.829524	100	2830829.5235	116 
2830.959527	100	2830959.5269	117 
2833.030517	100	2833030.5174	112 
2833.216525	100	2833216.5253	113 
2833.224005	1	2833224.0047	DIN1
2833.276523	100	2833276.5229	116 
2833.460519	100	2833460.5191	117 
2835.477527	100	2835477.5269	112 
2835.663525	100	2835663.5247	113 
2835.671004	1	2835671.0041	DIN1
2835.723522	100	2835723.5223	116 
2835.910526	100	2835910.526	117 
2838.024526	100	2838024.5258	112 
2838.214527	100	2838214.5267	113 
2838.221	1	2838221.0003	DIN1
2838.274524	100	2838274.5244	116 
2838.391522	100	2838391.5224	117 
2840.474523	100	2840474.5225	112 
2840.661526	100	2840661.5261	115 
2840.668	1	2840667.9997	DIN1
2840.721524	100	2840721.5238	116 
2841.141517	100	2841141.5175	117 
2843.121521	100	2843121.5208	112 
2843.314519	100	2843314.5192	114 
2843.321999	1	2843321.9986	DIN1
2843.374527	100	2843374.5269	116 
2844.011518	100	2844011.518	117 
2845.77552	100	2845775.5197	112 
2845.967522	100	2845967.5223	113 
2845.973996	1	2845973.9959	DIN1
2846.02752	100	2846027.52	116 
2846.262522	100	2846262.5217	117 
2848.228524	100	2848228.5239	112 
2848.414522	100	2848414.5217	115 
2848.422001	1	2848422.0011	DIN1
2848.474519	100	2848474.5194	116 
2848.942521	100	2848942.5212	117 
2850.775523	100	2850775.5228	112 
2850.964518	100	2850964.5179	113 
2850.971002	1	2850971.0016	DIN1
2851.024526	100	2851024.5256	116 
2851.492517	100	2851492.5175	117 
2853.22552	100	2853225.5195	112 
2853.412523	100	2853412.5232	113 
2853.418001	1	2853418.001	DIN1
2853.472521	100	2853472.5208	116 
2853.682518	100	2853682.5177	117 
2855.872518	100	2855872.5179	112 
2856.065526	100	2856065.5263	114 
2856.072	1	2856071.9999	DIN1
2856.125524	100	2856125.5239	116 
2856.553524	100	2856553.524	117 
2858.425522	100	2858425.5215	112 
2858.615522	100	2858615.5225	113 
2858.621996	1	2858621.9961	DIN1
2858.67552	100	2858675.5202	116 
2858.964525	100	2858964.5248	117 
2860.875518	100	2860875.5183	112 
2861.062522	100	2861062.5219	115 
2861.069006	1	2861069.0056	DIN1
2861.12252	100	2861122.5196	116 
2861.534527	100	2861534.527	117 
2863.422517	100	2863422.5171	112 
2863.612518	100	2863612.5181	113 
2863.619002	1	2863619.0018	DIN1
2863.672526	100	2863672.5258	116 
2864.104519	100	2864104.5191	117 
2865.973519	100	2865973.5192	112 
2866.162524	100	2866162.5244	115 
2866.168998	1	2866168.998	DIN1
2866.222522	100	2866222.5221	116 
2866.634519	100	2866634.5194	117 
2868.623525	100	2868623.5249	112 
2868.816523	100	2868816.5233	114 
2868.822997	1	2868822.9969	DIN1
2868.876521	100	2868876.521	116 
2869.405526	100	2869405.5263	117 
2871.176519	100	2871176.5185	112 
2871.36652	100	2871366.5195	113 
2871.371997	1	2871371.9974	DIN1
2871.426517	100	2871426.5172	116 
2871.885527	100	2871885.527	117 
2873.726525	100	2873726.5248	112 
2873.916526	100	2873916.5258	113 
2873.922004	1	2873922.0036	DIN1
2873.976523	100	2873976.5235	116 
2874.246518	100	2874246.518	117 
2876.276521	100	2876276.521	112 
2876.466522	100	2876466.522	113 
2876.472	1	2876471.9999	DIN1
2876.52652	100	2876526.5197	116 
2876.716521	100	2876716.5207	117 
2878.827523	100	2878827.5231	112 
2879.016518	100	2879016.5183	113 
2879.021996	1	2879021.9961	DIN1
2879.076526	100	2879076.526	116 
2879.257525	100	2879257.5248	117 
2881.27752	100	2881277.5199	112 
2881.463518	100	2881463.5177	113 
2881.469006	1	2881469.0056	DIN1
2881.523525	100	2881523.5254	116 
2881.697524	100	2881697.5236	117 
2883.824519	100	2883824.5187	112 
2884.01452	100	2884014.5197	113 
2884.019002	1	2884019.0018	DIN1
2884.074517	100	2884074.5174	116 
2884.19752	100	2884197.5201	117 
2886.374525	100	2886374.525	112 
2886.564526	100	2886564.526	114 
2886.570004	1	2886570.0038	DIN1
2886.624524	100	2886624.5237	116 
2887.088522	100	2887088.5224	117 
2889.024521	100	2889024.5207	112 
2889.217519	100	2889217.5191	113 
2889.222997	1	2889222.9969	DIN1
2889.277527	100	2889277.5268	116 
2889.528521	100	2889528.5212	117 
2891.677524	100	2891677.5238	112 
2891.870522	100	2891870.5222	115 
2891.876	1	2891876	DIN1
2891.93052	100	2891930.5198	116 
2892.569523	100	2892569.5226	117 
2894.330527	100	2894330.5269	112 
2894.523525	100	2894523.5253	113 
2894.529003	1	2894529.0031	DIN1
2894.583523	100	2894583.5229	116 
2895.20952	100	2895209.5203	117 
2896.984526	100	2896984.5258	112 
2897.177524	100	2897177.5242	114 
2897.183002	1	2897183.002	DIN1
2897.237522	100	2897237.5218	116 
2897.649519	100	2897649.5192	117 
2899.537519	100	2899537.5194	112 
2899.72752	100	2899727.5204	113 
2899.732002	1	2899732.0024	DIN1
2899.787518	100	2899787.518	116 
2900.01052	100	2900010.5203	117 
2901.987526	100	2901987.5262	112 
2902.17452	100	2902174.5198	113 
2902.179002	1	2902179.0018	DIN1
2902.234517	100	2902234.5174	116 
2902.460527	100	2902460.5271	117 
2904.434526	100	2904434.5256	112 
2904.621519	100	2904621.5192	113 
2904.626001	1	2904626.0012	DIN1
2904.681527	100	2904681.5269	116 
2905.010523	100	2905010.5233	117 
2906.881525	100	2906881.525	112 
2907.068519	100	2907068.5186	113 
2907.073001	1	2907073.0007	DIN1
2907.128526	100	2907128.5263	116 
2907.360521	100	2907360.5206	117 
2909.529519	100	2909529.5191	112 
2909.721522	100	2909721.5217	113 
2909.726004	1	2909726.0038	DIN1
2909.781519	100	2909781.5194	116 
2909.981518	100	2909981.5183	117 
2911.982523	100	2911982.5233	112 
2912.168521	100	2912168.5211	113 
2912.173003	1	2912173.0032	DIN1
2912.228519	100	2912228.5188	116 
2912.421517	100	2912421.5171	117 
2914.529522	100	2914529.5222	112 
2914.719523	100	2914719.5232	113 
2914.724005	1	2914724.0052	DIN1
2914.779521	100	2914779.5208	116 
2915.012521	100	2915012.521	117 
2916.979519	100	2916979.5189	112 
2917.166523	100	2917166.5226	114 
2917.171005	1	2917171.0046	DIN1
2917.22652	100	2917226.5202	116 
2917.553525	100	2917553.5251	117 
2919.626517	100	2919626.5173	112 
2919.819526	100	2919819.5257	115 
2919.823998	1	2919823.9977	DIN1
2919.879523	100	2919879.5233	116 
2920.214525	100	2920214.5245	117 
2922.179521	100	2922179.5209	112 
2922.369522	100	2922369.5219	114 
2922.375	1	2922374.9997	DIN1
2922.42952	100	2922429.5196	116 
2923.035521	100	2923035.5211	117 
2924.629518	100	2924629.5177	112 
2924.816521	100	2924816.5213	114 
2924.821999	1	2924821.9991	DIN1
2924.876519	100	2924876.519	116 
2925.215523	100	2925215.5234	117 
2927.077523	100	2927077.5229	112 
2927.263521	100	2927263.5207	113 
2927.268003	1	2927268.0028	DIN1
2927.323518	100	2927323.5184	116 
2927.64652	100	2927646.52	117 
2929.724521	100	2929724.5212	112 
2929.91752	100	2929917.5196	115 
2929.921006	1	2929921.0059	DIN1
2929.977517	100	2929977.5172	116 
2930.406523	100	2930406.5232	117 
2932.177525	100	2932177.5254	112 
2932.364519	100	2932364.519	113 
2932.368005	1	2932368.0053	DIN1
2932.424527	100	2932424.5267	116 
2932.796522	100	2932796.5223	117 
2934.624525	100	2934624.5248	112 
2934.811518	100	2934811.5184	113 
2934.815005	1	2934815.0047	DIN1
2934.871526	100	2934871.5261	116 
2935.057524	100	2935057.5239	117 
2937.271523	100	2937271.5231	112 
2937.464521	100	2937464.5215	113 
2937.467998	1	2937467.9977	DIN1
2937.524519	100	2937524.5192	116 
2937.767517	100	2937767.5172	117 
